id,action_sequence,first_action_rb,fact,ai_assistance
uqxa5,1076-658-3316-164-889-105-992-105-4073-822-760-1593-8615-105-929-105-2125,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
uxlbk,1076-658-3316-7943-105-1042-105-4275-822-10477-697-105-1127-105-3114,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
v1qat,1076-658-3316-12516-5451-4521-2669-105-1353-105-4491-822-164-889-105-1353-105-4519,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.61.",G=G005|TAG=ANCHOR_LOOP|P=LOW|COUNT=32|REP=lsokt|A=105|ABA=2|Buniq=1
raade,1076-658-3316-685-2207-8615-105-1265-105-976-822-164-17762-2613-105-1455-105-1159,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
x5g5g,1076-658-3316-10477-697-105-1265-105-1072-822-12516-5451-105-1012-105-4425,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ydyoo,1076-658-3316-164-889-105-1159-105-3362-822-760-1165-105-1195-105-4581,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
qoszg,1076-658-3316-12516-5451-4521-2669-105-867-105-3493-822-685-2207-8615-105-4347-105-4311,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.83.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
jumnb,1076-658-3316-760-1593-8615-105-1126-105-4425-822-164-17762-2613-105-1042-105-4840,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
z4i74,1076-658-3316-12516-5451-4521-2669-105-775-105-2088-822-12516-1143-105-4491-105-3065,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.61.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
yk7ev,1076-658-3316-836-105-775-105-3382-822-10477-697-105-1012-105-979,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
cg239,1076-658-3316-7943-105-976-105-3362-822-7943-105-905-105-4491,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 14 thao tác. Chỉ số hỗn loạn (Entropy): 3.09.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
humpt,1076-658-3316-12516-1143-105-1244-105-989-822-12516-5451-105-4037-105-4347,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
iq6kk,1076-658-3316-10686-10909-704-105-1126-105-4691-822-12516-1143-105-992-105-4615,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ovm2y,1076-658-3316-12516-1143-105-1159-105-4425-822-10477-697-105-1042-105-1351,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
k78ad,1076-658-3316-12516-5451-4521-2669-105-1127-105-2736-822-12516-5451-4521-2669-105-4037-105-2664,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 20 thao tác. Chỉ số hỗn loạn (Entropy): 3.52.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
vrqw8,1076-658-3316-7943-105-4425-105-4706-822-12516-5451-105-905-105-4073,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
yzeqy,1076-658-3316-12516-5451-4521-2669-105-4347-105-905-822-760-1165-105-1265-105-4603,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
b3bke,1076-658-3316-12516-5451-4521-2669-105-775-105-4539-822-760-1593-8615-105-775-105-976,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.72.",G=G037|TAG=ANCHOR_LOOP|P=LOW|COUNT=2|REP=zrbt8|A=105|ABA=2|Buniq=1
h13n2,1076-658-3316-12516-5451-4521-2669-105-4491-105-2581-822-836-105-4129-105-1072,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
s1z3p,1076-658-3316-760-1165-105-905-105-2039-822-12516-1143-105-906-105-1126,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
osugi,1076-658-3316-685-2207-8615-105-4275-105-3835-822-164-17762-2613-105-905-105-2578,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
syl8u,1076-658-3316-164-17762-2613-105-929-105-4766-822-685-2207-8615-105-110-105-1195,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
iqdgh,1076-658-3316-12516-5451-105-1353-105-867-822-12516-1143-105-1042-105-4103,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
okks0,1076-658-3316-12516-5451-105-4275-105-3493-822-12516-5451-4521-2669-105-111-105-2125,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
xi4gf,1076-658-3316-836-105-907-105-5032-822-760-1593-8615-105-1126-105-1351,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
sctd3,1076-658-3316-164-889-105-4129-105-2408-822-760-1593-8615-105-1127-105-1042,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ve1bv,1076-658-3316-164-17762-2613-105-1126-105-1244-822-10686-10909-704-105-108-105-1195,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
n2hbs,1076-658-3316-760-1165-105-107-105-2032-822-12516-5451-4521-2669-105-110-105-1265,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
s66em,1076-658-3316-10686-10909-704-105-1159-105-3231-822-164-889-105-4275-105-4787,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
kkfvv,1076-658-3316-10477-697-105-4275-105-1127-822-12516-5451-4521-2669-105-1455-105-2088,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
xx4n8,1076-658-3316-760-1593-8615-105-4037-105-4425-822-164-889-105-989-105-2736,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
vpsvo,1076-658-3316-10686-10909-704-105-1195-105-979-822-12516-1143-105-1042-105-4385,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
fzsvp,1076-658-3316-164-17762-2613-105-989-105-3889-822-10686-10909-704-105-1244-105-4350,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
f5ik6,1076-658-3316-836-105-1265-105-3362-822-10477-697-105-775-105-4556,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
x9a80,1076-658-3316-164-17762-2613-105-114-105-2602-822-10686-10909-704-105-115-105-5032,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
kspfw,1076-658-3316-836-105-1455-105-3889-822-10477-697-105-1012-105-992,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
aqsyx,1076-658-3316-760-1165-105-976-105-4089-822-760-1593-8615-105-4187-105-3246,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
iwx2u,1076-658-3316-760-1165-105-1159-105-4391-822-10477-697-105-112-105-906,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ket9t,1076-658-3316-10477-697-105-114-105-3889-822-836-105-4425-105-4167,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
f7yka,1076-658-3316-10686-10909-704-105-1072-105-4539-822-12516-5451-105-1244-105-1072,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
bsdmm,1076-658-3316-685-2207-8615-105-4129-105-4037-822-7943-105-1265-105-4507,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
fyk4y,1076-658-3316-12516-5451-4521-2669-105-112-105-4311-822-12516-5451-4521-2669-105-1072-105-2408,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 20 thao tác. Chỉ số hỗn loạn (Entropy): 3.52.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
kessm,1076-658-3316-12516-1143-105-867-105-2039-822-10477-697-105-989-105-4306,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
xwtft,1076-658-3316-10686-10909-704-105-4507-105-905-822-7943-105-115-105-4706,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
x1yzk,7943-1130-103-7943-17980-1071,['7943'],"Phát hiện 0 lần lặp 3 bước (A-B-A), 1 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 6 thao tác. Chỉ số hỗn loạn (Entropy): 2.25.",G=G042|TAG=RB4|P=HIGH|COUNT=2|REP=x1yzk|A=7943|ABA=0|Buniq=0
dmt3i,1076-658-3316-836-105-1353-105-2581-822-760-1165-105-110-105-4347,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
dmnly,1076-658-3316-685-2207-8615-105-4275-105-3835-822-10477-697-105-976-105-4129,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
adwc3,1076-658-3316-12516-1143-105-1159-105-4899-822-685-2207-8615-105-115-105-4167,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ts1uf,1076-658-3316-164-17762-2613-105-4037-105-4089-822-12516-5451-4521-2669-105-1127-105-992,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.83.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
nks1x,1076-658-3316-164-889-105-4187-105-3246-822-164-17762-2613-105-4425-105-4429,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
dtib6,1076-658-3316-685-2207-8615-105-867-105-4004-822-760-1593-8615-105-1195-105-4425,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.61.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
vxkop,1076-658-3316-685-2207-8615-105-992-105-4311-822-12516-5451-105-1243-105-2039,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
opy4m,1076-658-3316-164-17762-2613-105-1243-105-2408-822-836-105-1072-105-3493,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
qi2e1,1076-658-3316-760-1593-8615-105-1243-105-2824-822-12516-5451-4521-2669-105-1127-105-1042,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 19 thao tác. Chỉ số hỗn loạn (Entropy): 3.83.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
t36o5,1076-658-3316-12516-1143-105-113-105-3562-822-760-1593-8615-105-4129-105-905,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
eq24k,1076-658-3316-685-2207-8615-105-1127-105-1265-822-164-889-105-906-105-4167,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
eacq0,1076-658-3316-760-1593-8615-105-1244-105-2408-822-836-105-108-105-4840,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ka861,1076-658-3316-164-889-105-1042-105-2602-822-10686-10909-704-105-992-105-4899,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
y5cvp,1076-658-3316-164-17762-2613-105-1195-105-4581-822-836-105-1126-105-4729,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
pkxcg,1076-658-3316-760-1165-105-107-105-5032-822-164-17762-2613-105-4037-105-4581,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.62.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
p39r5,1076-658-3316-12516-5451-105-905-105-2578-822-7943-105-992-105-4899,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
k8ns6,1076-658-3316-164-889-105-110-105-4840-822-164-17762-2613-105-1195-105-3427,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 17 thao tác. Chỉ số hỗn loạn (Entropy): 3.5.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
eube9,1076-658-3316-760-1593-8615-105-4491-105-1243-822-685-2207-8615-105-929-105-3387,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.61.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
f0c41,1076-658-3316-760-1165-105-976-105-4129-822-7943-105-989-105-4117,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
tzi7e,1076-658-3316-10686-10909-704-105-4129-105-1265-822-685-2207-8615-105-1072-105-3382,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 18 thao tác. Chỉ số hỗn loạn (Entropy): 3.73.",G=G003|TAG=ANCHOR_LOOP|P=LOW|COUNT=153|REP=kmf6g|A=105|ABA=2|Buniq=2
gejlq,1076-658-3316-836-105-992-105-3114-822-12516-1143-105-4347-105-4275,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
oc7f1,1076-658-3316-164-889-105-1455-105-906-822-164-889-105-1353-105-4615,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 16 thao tác. Chỉ số hỗn loạn (Entropy): 3.25.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
ntzs5,1076-658-3316-836-105-107-105-2088-822-10477-697-105-4187-105-2581,['105'],"Phát hiện 2 lần lặp 3 bước (A-B-A), 0 lần lặp 4 bước (A-B-C-A). Độ dài chuỗi: 15 thao tác. Chỉ số hỗn loạn (Entropy): 3.37.",G=G001|TAG=ANCHOR_LOOP|P=LOW|COUNT=1018|REP=ihcfr|A=105|ABA=2|Buniq=2
